"LabID","CRA","Error","Material","Species","SiteName","Country","Longitude","Latitude","Region"
"Gd-6113",8570,150,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-6119",8300,150,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-6120",9530,140,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-6121",9780,180,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-6127",9800,160,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-6128",9870,160,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-6129",9510,150,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-6130",9230,160,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-6131",9370,120,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-6143",9990,140,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-6148",9720,130,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"Gd-6152",9800,130,"charcoal",,"Nemrik 9","IQ",42.85,36.7167,"2"
"OxA-744",9700,150,"grain (charred)","Hordeum vulgare","Netiv Hagdud","PS",35.38,31.98,"1"
"Pta-4555",9750,90,"charcoal",,"Netiv Hagdud","PS",35.38,31.98,"1"
"Pta-4556",9660,70,"charcoal",,"Netiv Hagdud","PS",35.38,31.98,"1"
"Pta-4557",9780,90,"charcoal",,"Netiv Hagdud","PS",35.38,31.98,"1"
"Pta-4590",9700,80,"charcoal",,"Netiv Hagdud","PS",35.38,31.98,"1"
"RT-762A",9680,140,"charcoal",,"Netiv Hagdud","PS",35.38,31.98,"1"
"RT-762B",9600,170,"charcoal",,"Netiv Hagdud","PS",35.38,31.98,"1"
"RT-762C",9970,150,"charcoal",,"Netiv Hagdud","PS",35.38,31.98,"1"
"RT-762D",9400,180,"charcoal",,"Netiv Hagdud","PS",35.38,31.98,"1"
"RT-762F",9780,150,"charcoal",,"Netiv Hagdud","PS",35.38,31.98,"1"
"Hd-16781-835",9261,181,"charcoal",,"Nevali Çori","TR",38.6056,37.5183,"2"
"Hd-16782-351",9243,55,"grain (charred)","Cerealia","Nevali Çori","TR",38.6056,37.5183,"2"
"Hd-16783-769",9212,76,"grain (charred)","Cerealia","Nevali Çori","TR",38.6056,37.5183,"2"
"KIA-14759",8210,130,"bone",,"Nevali Çori","TR",38.6056,37.5183,"2"
"KIA-14763",8380,160,"bone",,"Nevali Çori","TR",38.6056,37.5183,"2"
"OxA-8234",8930,60,"bone","Homo sapiens","Nevali Çori","TR",38.6056,37.5183,"2"
"OxA-8235",9180,60,"bone","Homo sapiens","Nevali Çori","TR",38.6056,37.5183,"2"
"OxA-8236",8960,60,"bone","Homo sapiens","Nevali Çori","TR",38.6056,37.5183,"2"
"OxA-8247",8610,90,"bone","Homo sapiens","Nevali Çori","TR",38.6056,37.5183,"2"
"OxA-8302",9205,55,"bone","Homo sapiens","Nevali Çori","TR",38.6056,37.5183,"2"
"OxA-8303",9280,55,"bone","Homo sapiens","Nevali Çori","TR",38.6056,37.5183,"2"
"OxA-8381",8710,100,"bone","Homo sapiens","Nevali Çori","TR",38.6056,37.5183,"2"
"OxA-8382",8990,90,"bone","Homo sapiens","Nevali Çori","TR",38.6056,37.5183,"2"
"KIA-14756",9263,42,"bone","animal","Nevalı Çori","TR",38.6056,37.5183,"2"
"KIA-14757",9020,41,"bone","animal","Nevalı Çori","TR",38.6056,37.5183,"2"
"KIA-14758",8864,48,"bone","animal","Nevalı Çori","TR",38.6056,37.5183,"2"
"KIA-14760",9100,43,"bone","animal","Nevalı Çori","TR",38.6056,37.5183,"2"
"KIA-14761",8778,46,"bone","animal","Nevalı Çori","TR",38.6056,37.5183,"2"
"KIA-14762",9207,43,"bone","animal","Nevalı Çori","TR",38.6056,37.5183,"2"
"OxA-859",13400,180,"bone (charred)",,"Neve David","IL",34.98,32.81,"1"
"OxA-892",12610,130,"bone (charred)",,"Neve David","IL",34.98,32.81,"1"
"RT-1246",15550,130,"charcoal",,"Ohalo II","IL",35.57,32.7138,"1"
"Hd-13363-13884",8595,90,"charcoal",,"Öküzini Magarasi","TR",30.576,37.089,"3"
"OxA-5177",15460,160,"charcoal",,"Öküzini Magarasi","TR",30.576,37.089,"3"
"OxA-5178",16420,180,"charcoal",,"Öküzini Magarasi","TR",30.576,37.089,"3"
"OxA-5179",16440,160,"charcoal",,"Öküzini Magarasi","TR",30.576,37.089,"3"
"ETH-8026",12020,90,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"ETH-8029",9480,80,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"ETH-8030",11900,90,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"ETH-8031",8800,80,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"ETH-8032",11730,90,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"ETH-8033",12210,90,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"GifA-92389",12410,140,"bone",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Hd-13334-13211",11920,190,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Hd-13344-13211",11920,190,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Hd-13345-12983",7880,80,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Hd-13347-13341",11565,110,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Hd-13348-12984",12420,80,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Hd-13349-13373",12190,120,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Hd-13351-12985",12500,75,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Hd-13351-13985",12500,75,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Hd-13352-13343",12610,180,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Hd-13364-13887",9650,50,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Lv-1895",11440,100,"bone",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Lv-1998",12810,180,"bone",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Lv-2000",13380,190,"bone",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Lv-2074",14570,150,"bone",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Lv-2077",14380,190,"bone",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Lv-2078",12480,160,"bone",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Lv-2079",13430,180,"bone",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Lv-2080",13740,200,"bone",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Lv-2081",13910,120,"bone",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"OxA-5175",14610,150,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"OxA-5176",14820,150,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"OxA-5213",10150,90,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"OxA-5214",12130,100,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"OxA-5215",12500,110,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"OxA-5216",12390,110,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"OxA-5217",12540,110,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"OxA-5218",12580,110,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"OxA-5219",12700,110,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"OxA-5220",13060,120,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"OxA-5221",13210,120,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"OxA-5222",14200,130,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"OxA-5223",14320,130,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"OxA-5224",14550,130,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"OxA-5225",14940,140,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"RT-1441",10440,115,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"RT-1442",12260,90,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"RT-2334",13670,175,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"RT-2335",11900,70,"charcoal",,"Öküzini Mağarası","TR",30.576,37.089,"3"
"Beta-159542",11210,110,"bone","animal","Palegawra","IQ",45.1,35.6333,"2"
"Beta-159543",12510,90,"bone","animal","Palegawra","IQ",45.1,35.6333,"2"
"Beta-159544",10170,70,"bone","animal","Palegawra","IQ",45.1,35.6333,"2"
"Beta-159545",8790,70,"bone","animal","Palegawra","IQ",45.1,35.6333,"2"
"GrN-6356",13060,110,,,"Palegawra","IQ",45.1,35.64,"2"
"GrN-6357",14480,75,,,"Palegawra","IQ",45.1,35.64,"2"
"GrN-6415",11590,95,"charcoal",,"Palegawra","IQ",45.1,35.64,"2"
"UCLA-1703D",14210,80,,,"Palegawra","IQ",45.1,35.64,"2"
"BA-130239",11445,40,,,"Pınarbaşı","TR",33.0192,37.4939,"3"
"BA-130241",11190,45,,,"Pınarbaşı","TR",33.0192,37.4939,"3"
"BA-130242",11400,45,,,"Pınarbaşı","TR",33.0192,37.4939,"3"
"OxA-16535",12580,55,"bone","Homo sapiens","Pınarbaşı","TR",33.0192,37.4939,"3"
"OxA-16536",12945,55,"bone","Homo sapiens","Pınarbaşı","TR",33.0192,37.4939,"3"
"OxA-5499",9050,80,"charcoal",,"Pınarbaşı","TR",33.0192,37.4939,"3"
"OxA-5500",9290,80,"charcoal",,"Pınarbaşı","TR",33.0192,37.4939,"3"
"OxA-5501",9140,80,"charcoal",,"Pınarbaşı","TR",33.0192,37.4939,"3"
"OZH-786",8680,70,"nutshell","Prunus amygdalus","Pınarbaşı","TR",33.0192,37.4939,"3"
"OZH-787",8860,70,"nutshell","Prunus amygdalus","Pınarbaşı","TR",33.0192,37.4939,"3"
"OZH-788",9060,60,"nutshell","Prunus amygdalus","Pınarbaşı","TR",33.0192,37.4939,"3"
"OZH-789",8920,70,"nutshell","Prunus amygdalus","Pınarbaşı","TR",33.0192,37.4939,"3"
"OZN-583",8900,60,"nutshell","Prunus amygdalus","Pınarbaşı","TR",33.0192,37.4939,"3"
"OZN-584",9300,60,"nutshell","Prunus amygdalus","Pınarbaşı","TR",33.0192,37.4939,"3"
"Wk-29760",9536,36,"nutshell","Prunus amygdalus","Pınarbaşı","TR",33.0192,37.4939,"3"
"Wk-29761",8918,34,"fruitstone","Prunus padus","Pınarbaşı","TR",33.0192,37.4939,"3"
"Wk-32872",9475,42,"nutshell","Prunus amygdalus","Pınarbaşı","TR",33.0192,37.4939,"3"
"Wk-32873",9409,30,"nutshell","Prunus amygdalus","Pınarbaşı","TR",33.0192,37.4939,"3"
"Wk-32874",9577,28,"nutshell","Prunus amygdalus","Pınarbaşı","TR",33.0192,37.4939,"3"
"Wk-34089",8845,41,"nutshell","Prunus amygdalus","Pınarbaşı","TR",33.0192,37.4939,"3"
"SMU-662",7530,100,"charcoal",,"Qadesh Barnea 3","EG",34.4222,30.6483,"1"
"Pta-2158",14130,160,"charcoal",,"Qadesh Barnea 8","EG",34.422,30.648,"1"
"Pta-2159",13390,120,"charcoal",,"Qadesh Barnea 8","EG",34.422,30.648,"1"
"Ly-2338",8030,65,"charcoal",,"Qdeir 1","SY",38.75,35.29,"2"
"Ly-2339",8100,60,"charcoal",,"Qdeir 1","SY",38.75,35.29,"2"
"Ly-2340",8040,65,"charcoal",,"Qdeir 1","SY",38.75,35.29,"2"
"OxA-3752",10145,90,"seeds (charred)","Lens","Qermez Dere","IQ",42.45,36.37,"2"
"OxA-3753",11990,100,,,"Qermez Dere","IQ",42.45,36.37,"2"
"OxA-3754",9580,95,"seeds (charred)","Lens","Qermez Dere","IQ",42.45,36.37,"2"
"OxA-3755",9710,85,"seeds (charred)","Lens","Qermez Dere","IQ",42.8333,36.5167,"2"
"OxA-3756",10115,95,"seeds (charred)","Fabaceae","Qermez Dere","IQ",42.45,36.37,"2"
"OxA-3757",9640,85,"seeds (charred)","Lens","Qermez Dere","IQ",42.8333,36.5167,"2"
"RT-3076",9605,110,"plant matter",,"Qumran Cave 24","PS",35.46,31.757,"1"
"RT-3078",10010,55,"charcoal",,"Qumran Cave 24","PS",35.46,31.757,"1"
"RT-907A",9720,100,"charcoal (twigs)",,"Qumran Cave 24","PS",35.46,31.757,"1"
"RT-907B",9010,150,"wood",,"Qumran Cave 24","PS",35.46,31.757,"1"
"RT-907C",8540,90,"charcoal",,"Qumran Cave 24","PS",35.46,31.757,"1"
"I-7030",10580,140,"bone",,"Rakefet Cave","IL",35.0725,32.6547,"1"
"I-7031",15460,200,,,"Rakefet Cave","IL",35.0725,32.6547,"1"
"Pta-3001",10300,100,"charcoal",,"Ramat Harif G 8","IL",34.5539,30.5017,"1"
"Pta-3009",10500,100,"charcoal",,"Ramat Harif G 8","IL",34.5539,30.5017,"1"
"Pta-3284",10380,100,"charcoal",,"Ramat Harif G 8","IL",34.5539,30.5017,"1"
"Pta-3285",10390,100,"charcoal",,"Ramat Harif G 8","IL",34.5539,30.5017,"1"
"Pta-3286",10100,100,"charcoal",,"Ramat Harif G 8","IL",34.5539,30.5017,"1"
"Pta-3288",10250,100,"charcoal",,"Ramat Harif G 8","IL",34.5539,30.5017,"1"
"Gif-3960",7900,140,,,"Ras Shamra","SY",35.782,35.602,"2"
"P-459",8142,100,"charcoal",,"Ras Shamra","SY",35.782,35.602,"2"
"P-460",8364,101,"charcoal",,"Ras Shamra","SY",35.782,35.602,"2"
"Pta-113",8000,115,"charcoal",,"Ras Shamra","SY",35.782,35.602,"2"
,8364,101,"charcoal",,"Ras Shamra","SY",35.782,35.602,"2"
,8650,90,"charcoal",,"Reu'el","IL",35.1,30.1,"1"
,8670,50,"charcoal",,"Reu'el","IL",35.1,30.1,"1"
,8720,70,"charcoal",,"Reu'el","IL",35.1,30.1,"1"
"I-5496",13090,200,"charcoal",,"Rosh Horesha","IL",34.58,30.5,"1"
"TO-3654",9980,110,"bone","Homo sapiens","Saaïdé II","LB",36.0749,34.0346,"1"
"OxA-2136",10930,130,"charcoal","Pistacia atlantica","Saflulim","IL",34.5706,30.5022,"1"
"OxA-2869",11150,100,"charcoal",,"Saflulim","IL",34.5706,30.5022,"1"
"TKa-14516",7690,45,"charcoal",,"Salat Camii Yanı","TR",40.8935,37.8409,"2"
"TKa-14517",7770,60,"charcoal",,"Salat Camii Yanı","TR",40.8935,37.8409,"2"
"TKa-14518",7760,40,"charcoal",,"Salat Camii Yanı","TR",40.8935,37.8409,"2"
"TKa-14519",7705,50,"charcoal",,"Salat Camii Yanı","TR",40.8935,37.8409,"2"
"TKa-14520",7710,50,"charcoal",,"Salat Camii Yanı","TR",40.8935,37.8409,"2"
"TKa-14521",7650,50,"charcoal",,"Salat Camii Yanı","TR",40.8935,37.8409,"2"
"TKa-14522",7720,45,"grain","Hordeum vulgare","Salat Camii Yanı","TR",40.8935,37.8409,"2"
"TKa-14523",7640,40,"grain","Triticum turgidum","Salat Camii Yanı","TR",40.8935,37.8409,"2"
"TKa-14524",7655,50,"grain","Triticum turgidum","Salat Camii Yanı","TR",40.8935,37.8409,"2"
"TKa-14533",7715,50,"ceramic (organic temper)",,"Salat Camii Yanı","TR",40.8935,37.8409,"2"
"UCI-AMS-21256",7525,25,"charcoal",,"Salat Camii Yanı","TR",40.8935,37.8409,"2"
"UCI-AMS-21257",7630,25,"charcoal",,"Salat Camii Yanı","TR",40.8935,37.8409,"2"
"UCI-AMS-21698",7690,25,"charcoal",,"Salat Camii Yanı","TR",40.8935,37.8409,"2"
"RT-1073",8700,200,,,"Sekher 23","IL",34.8,31.1,"1"
"RT-1082N",9460,130,,,"Sekher 6","IL",34.82,31.07,"1"
"OxA-13274",7900,40,"charcoal",,"Sha'ar Hagolan","IL",35.6033,32.6865,"1"
"OxA-13276",7815,40,"charcoal",,"Sha'ar Hagolan","IL",35.6033,32.6865,"1"
"OxA-13294",7726,37,"charcoal",,"Sha'ar Hagolan","IL",35.6033,32.6865,"1"
"OxA-13296",7896,38,"charcoal",,"Sha'ar Hagolan","IL",35.6033,32.6865,"1"
"OxA-13415",7510,80,"charcoal",,"Sha'ar Hagolan","IL",35.6033,32.6865,"1"
"RTT-5049",7525,55,"charcoal",,"Sha'ar Hagolan","IL",35.6033,32.6865,"1"
"RTT-5480",7620,45,"charcoal",,"Sha'ar Hagolan","IL",35.6033,32.6865,"1"
"RTT-5481",7735,50,"charcoal",,"Sha'ar Hagolan","IL",35.6033,32.6865,"1"
"RTT-5482",7535,50,"charcoal",,"Sha'ar Hagolan","IL",35.6033,32.6865,"1"
"RTT-5486",7785,50,"charcoal",,"Sha'ar Hagolan","IL",35.6033,32.6865,"1"
"K-951",7940,150,"ceramic",,"Shimshara","IQ",44.9382,36.2005,"2"
"K-972",7820,150,"ceramic",,"Shimshara","IQ",44.9382,36.2005,"2"
"K-981",10030,160,"ceramic",,"Shimshara","IQ",44.9382,36.2005,"2"
"KIA-29197",7692,37,"plant matter (charred)",,"Shir","SY",36.6297,35.2008,"2"
"KIA-29198",7844,37,"plant matter (charred)",,"Shir","SY",36.6297,35.2008,"2"
"KIA-33657",8045,35,"grain","Cerealia?","Shir","SY",36.6297,35.2008,"2"
"KIA-33658",7642,36,"seed","Vicia","Shir","SY",36.6297,35.2008,"2"
"KIA-34436",7796,43,"grain (charred)","Cerealia","Shir","SY",36.6297,35.2008,"2"
"KIA-34437",7908,43,"grain (charred)","Cerealia","Shir","SY",36.6297,35.2008,"2"
"KIA-34438",7940,39,"grain (charred)","Cerealia","Shir","SY",36.6297,35.2008,"2"
"KIA-40109",7820,40,"seed","Vicia","Shir","SY",36.6297,35.2008,"2"
"KIA-40110",7645,45,"seed","Vicia","Shir","SY",36.6297,35.2008,"2"
"KIA-40111",7705,40,"seed","Vicia","Shir","SY",36.6297,35.2008,"2"
"AAR-9335",8880,80,"charcoal","Ephedra","Shkarat Msaied","JO",35.4397,30.4458,"1"
"AAR-9336",9590,90,"charcoal","Juniperus","Shkarat Msaied","JO",35.4397,30.4458,"1"
"AAR-9337",8885,70,"charcoal","Pistacia","Shkarat Msaied","JO",35.4397,30.4458,"1"
"Wk-15159",8977,60,"charcoal",,"Shkarat Msaied","JO",35.4397,30.4458,"1"
"Wk-15160",9144,55,"charcoal",,"Shkarat Msaied","JO",35.4397,30.4458,"1"
"Pta-3403",16100,150,"eggshell","Struthio camelus","Shunera 16","IL",34.6,30.95,"1"
"Pta-3702",15800,160,"eggshell","Struthio camelus","Shunera 16","IL",34.6,30.95,"1"
"RT-1072N",16200,170,,,"Shunera 16","IL",34.6,30.95,"1"
"OxA-2138",12100,140,"charcoal",,"Shunera 21","IL",34.5318,30.9728,"1"
"Pta-3003",11000,140,"charcoal",,"Shunera 4","IL",34.5836,30.9506,"1"
"Pta-3690",11700,140,"charcoal",,"Shunera 4","IL",34.5836,30.9506,"1"
,9500,130,,,"Shunera 6","IL",34.6,30.95,"1"
"I-1867",8520,140,"charcoal",,"Suberde (Görüklük Tepe)","TR",31.9298,37.3526,"3"
"OS-62226",8120,40,"bone",,"Suberde (Görüklük Tepe)","TR",31.9298,37.3526,"3"
"OS-62227",8270,40,"bone",,"Suberde (Görüklük Tepe)","TR",31.9298,37.3526,"3"
"OS-62229",8160,45,"bone",,"Suberde (Görüklük Tepe)","TR",31.9298,37.3526,"3"
"OS-62370",8150,45,"bone",,"Suberde (Görüklük Tepe)","TR",31.9298,37.3526,"3"
"P-1385",7957,88,"charcoal",,"Suberde (Görüklük Tepe)","TR",31.9298,37.3526,"3"
"P-1386",8045,76,"charcoal",,"Suberde (Görüklük Tepe)","TR",31.9298,37.3526,"3"
"P-1388",8226,79,"charcoal",,"Suberde (Görüklük Tepe)","TR",31.9298,37.3526,"3"
"P-1389",7584,85,"charcoal",,"Suberde (Görüklük Tepe)","TR",31.9298,37.3526,"3"
"P-1391",8299,91,"charcoal",,"Suberde (Görüklük Tepe)","TR",31.9298,37.3526,"3"
"TO-1407",7800,70,"bone","Homo sapiens","Tabaqat al-Buma","JO",35.71,32.53,"1"
"TO-987",11170,100,"bone","Gazella","Tabaqat al-Buma","JO",35.71,32.53,"1"
"TO-989",13110,130,"bone",,"Tabaqat al-Buma","JO",35.71,32.53,"1"
"TO-991",14850,160,"bone",,"Tabaqat al-Buma","JO",35.71,32.53,"1"
"Beta-221179",11170,70,,,"TBAS 102","JO",35.8134,30.6458,"1"
"Beta-229411",11040,60,,,"TBAS 102","JO",35.8134,30.6458,"1"
"OxA-7886",7975,70,"charcoal",,"Tel 'Ali","IL",35.5599,32.7006,"1"
"OxA-7921",7940,50,"charcoal",,"Tel 'Ali","IL",35.5599,32.7006,"1"
"GrN-4426",8210,50,"charcoal",,"Tel Ramad","SY",35.9489,33.3602,"1"
"GrN-4427",7920,50,"charcoal",,"Tel Ramad","SY",35.9489,33.3602,"1"
"GrN-4428",8200,80,"charcoal",,"Tel Ramad","SY",35.9489,33.3602,"1"
"GrN-4821",8090,50,"charcoal",,"Tel Ramad","SY",35.9489,33.3602,"1"
"GrN-4822",7900,50,"charcoal",,"Tel Ramad","SY",35.9489,33.3602,"1"
"GrN-4823",7880,55,"charcoal",,"Tel Ramad","SY",35.9489,33.3602,"1"
"Ly-2805",9705,60,"seeds",,"Tell 'Abr 3","SY",38.0864,36.6819,"2"
"Ly-2806",9690,60,"seeds",,"Tell 'Abr 3","SY",38.0864,36.6819,"2"
"Ly-2807",9705,55,"seeds",,"Tell 'Abr 3","SY",38.0864,36.6819,"2"
"Ly-2808",9685,55,"seeds",,"Tell 'Abr 3","SY",38.0864,36.6819,"2"
"Ly-5235",9750,50,"seeds",,"Tell 'Abr 3","SY",38.0864,36.6819,"2"
"Ly-5236",9700,50,"seeds",,"Tell 'Abr 3","SY",38.0864,36.6819,"2"
"Ly-5237",9730,50,"seeds",,"Tell 'Abr 3","SY",38.0864,36.6819,"2"
"GrA-22266",8230,45,,,"Tell Ain el-Kerkh","SY",36.4657,35.8196,"2"
"GrA-22275",8380,50,,,"Tell Ain el-Kerkh","SY",36.4657,35.8196,"2"
"GrA-22276",9240,50,"charcoal",,"Tell Ain el-Kerkh","SY",36.4657,35.8196,"2"
"GrA-22277",9350,90,"charcoal",,"Tell Ain el-Kerkh","SY",36.4657,35.8196,"2"
"Ly-12086",9205,60,"charcoal",,"Tell Ain el-Kerkh","SY",36.4657,35.8196,"2"
"Ly-12087",7830,50,"wood",,"Tell Ain el-Kerkh","SY",36.4657,35.8196,"2"
"Ly-2554",8235,40,"charcoal",,"Tell Ain el-Kerkh","SY",36.4657,35.8196,"2"
"Ly-2555",9250,40,"charcoal",,"Tell Ain el-Kerkh","SY",36.4657,35.8196,"2"
"Ly-2556",9165,40,"charcoal",,"Tell Ain el-Kerkh","SY",36.4657,35.8196,"2"
"Ly-2860",9185,55,"organic matter",,"Tell Ain el-Kerkh","SY",36.4657,35.8196,"2"
"NUT-22023",7670,45,"charcoal",,"Tell Ain el-Kerkh","SY",36.4657,35.8196,"2"
"NUT-22024",7730,80,"charcoal",,"Tell Ain el-Kerkh","SY",36.4657,35.8196,"2"
"NUT-22106",8660,100,"charcoal",,"Tell Ain el-Kerkh","SY",36.4657,35.8196,"2"
"NUT-22109",8390,50,"charcoal",,"Tell Ain el-Kerkh","SY",36.4657,35.8196,"2"
"NUTA2-2023",7670,45,"charcoal","Pinus","Tell Ain el-Kerkh","SY",36.4657,35.8196,"2"
"NUTA2-2024",7730,80,"charcoal","Pinus","Tell Ain el-Kerkh","SY",36.4657,35.8196,"2"
"OxA-2555",9250,40,"charcoal",,"Tell Ain el-Kerkh","SY",36.4657,35.8196,"2"
"OxA-2556",9165,40,"charcoal",,"Tell Ain el-Kerkh","SY",36.4657,35.8196,"2"
"Gif-2369",8540,110,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"Gif-2370",9340,120,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"Gif-2371",9270,120,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"Gif-2372",9640,120,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"Gif-2373",8560,110,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"Gif-2633",9730,120,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"GrA-25913",9020,60,"seeds",,"Tell Aswad","SY",36.55,33.4042,"1"
"GrA-25915",9300,60,"seeds",,"Tell Aswad","SY",36.55,33.4042,"1"
"GrA-25916",9070,60,"seeds",,"Tell Aswad","SY",36.55,33.4042,"1"
"GrA-25917",9280,50,"seeds",,"Tell Aswad","SY",36.55,33.4042,"1"
"GrN-6676",8650,55,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"GrN-6677",8720,75,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"GrN-6678",8875,55,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"GrN-6679",8865,60,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"Ly-11383",9285,51,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"Ly-11384",9219,68,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"Ly-11385",9805,115,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"Ly-11386",8602,51,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"Ly-12107",8835,50,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"Ly-12781",8765,80,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"Ly-12782",8935,50,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"Ly-13696",8800,45,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"Ly-13697",9115,45,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"Ly-2756",9235,45,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"Ly-3465",9220,45,"seeds",,"Tell Aswad","SY",36.55,33.4042,"1"
"Ly-3466",9020,45,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"Ly-3467",9170,40,"charcoal",,"Tell Aswad","SY",36.55,33.4042,"1"
"Ly-4859",9055,40,"seeds",,"Tell Aswad","SY",36.55,33.4042,"1"
"Ly-4860",9080,40,"seeds",,"Tell Aswad","SY",36.55,33.4042,"1"
"Ly-4861",9030,40,"seeds",,"Tell Aswad","SY",36.55,33.4042,"1"
"Ly-4862",9155,40,"seeds",,"Tell Aswad","SY",36.55,33.4042,"1"
"Beta-268168",9560,50,"seeds",,"Tell Dja’de el-Mughara","SY",38.1833,36.3833,"2"
"LTL-3332A",9562,65,,,"Tell Dja’de el-Mughara","SY",38.1833,36.3833,"2"
"Ly-10845",9175,55,"charcoal",,"Tell Dja’de el-Mughara","SY",38.1833,36.3833,"2"
"Ly-10846",9250,55,"charcoal",,"Tell Dja’de el-Mughara","SY",38.1833,36.3833,"2"
"Ly-10847",9210,55,"charcoal",,"Tell Dja’de el-Mughara","SY",38.1833,36.3833,"2"
"Ly-10848",9150,55,"charcoal",,"Tell Dja’de el-Mughara","SY",38.1833,36.3833,"2"
"Ly-10849",9210,95,"charcoal",,"Tell Dja’de el-Mughara","SY",38.1833,36.3833,"2"
