site_id,source_id,lchto_id,name,name2,latitude,longitude,coord_precision,coord_source,morphology,chronology,short_period,period_LP,period_MP,period_UP,period_EP,period_N0,period_N1.1,period_N1.2,period_N2,period_N3,period_C1,period_C2,period_C3,period_B,period_H,area,finds_n,excavated,references,comments
606,RH-106,,Tall-e Samum,,,,,,,,,,,,,,,,,,,,,,,,,,Alizadeh et al. 2014,
607,RH-107,,Ja Kharman,Seyyed Ashura Huseini,,,,,,,,,,,,,,,,,,,,,,,,,Alizadeh et al. 2014,
608,RH-108,,Tall-e Qasili,,,,,,,,,,,,,,,,,,,,,,,,,,Alizadeh et al. 2014,
609,RH-109,,Gelaldoon,,,,,,,,,,,,,,,,,,,,,,,,,,Alizadeh et al. 2014,
610,RH-110,,Ishan Toaimeh,,,,,,,,,,,,,,,,,,,,,,,,,,Alizadeh et al. 2014,
611,RH-111,,Seh Tulun,,,,,,,,,,,,,,,,,,,,,,,,,,Alizadeh et al. 2014,"Mound A, B, and C"
612,RH-112,,RH-112,,,,,,,,,,,,,,,,,,,,,,,,,,Alizadeh et al. 2014,
613,RH-113,,Qaleh Tavakul,,,,,,,,,,,,,,,,,,,,,,,,,,Alizadeh et al. 2014,
614,RH-114,,Toll-e Goloii,,,,,,,,,,,,,,,,,,,,,,,,,,Alizadeh et al. 2014,
615,RH-115,,Toll-e Mentar,,,,,,,,,,,,,,,,,,,,,,,,,,Alizadeh et al. 2014,
616,RH-116,,Toll-e Kaviri,Toll-e Karami,,,,,,,,,,,,,,,,,,,,,,,,,Alizadeh et al. 2014,
617,RH-117,,Ishan al-Yamalah,,,,,,,,,,,,,,,,,,,,,,,,,,Alizadeh et al. 2014,
618,RH-118,,Ishan Abu Ghoraib,,,,,,,,,,,,,,,,,,,,,,,,,,Alizadeh et al. 2014,
619,RH-119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,RH-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,RH-121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,RH-122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,RH-123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,RH-124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,RH-125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,RH-126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,RH-127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,RH-128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,RH-129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,RH-130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,RH-131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,RH-132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,RH-133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,RH-134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,RH-135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,RH-136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,RH-137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,RH-138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,RH-139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,RH-140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,RH-141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,RH-142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,RH-143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,RH-144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,RH-145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,RH-146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,RH-147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,RH-148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,RH-149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,RH-150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,RH-151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,AQC,,Marvdasht AQC,,,,,,Cave/shelter,Late Middle Palaeolithic to Epipalaeolithic; primarily Upper Palaeolithic,,,x,x,x,,,,,,,,,,,30,791,0,Rosenberg1988-ko,
653,BAC,,Marvdasht BAC,,,,,,Cave/shelter,Late Middle Palaeolithic to Early Upper Palaeolithic,,,x,x,,,,,,,,,,,,25,27,0,Rosenberg1988-ko,
654,BBC,,Marvdasht BBC,,,,,,Cave/shelter,Late Middle Palaeolithic to Early Upper Palaeolithic,,,x,x,,,,,,,,,,,,25,42,0,Rosenberg1988-ko,
655,BCC,,Marvdasht BCC,,,,,,Cave/shelter,Late Middle Palaeolithic and Early Epipalaeolithic,,,x,,x,,,,,,,,,,,50,14,0,Rosenberg1988-ko,
656,BDC,,Marvdasht BDC,,,,,,Cave/shelter,Late Middle Palaeolithic,,,x,,,,,,,,,,,,,35,51,0,Rosenberg1988-ko; Rosenberg2003-zp,
657,BEC,,Marvdasht BEC,,,,,,Cave/shelter,Late Middle Palaeolithic,,,x,,,,,,,,,,,,,25,9,0,Rosenberg1988-ko; Rosenberg2003-zp,
658,BYC,,Marvdasht BYZ,,,,,,Cave/shelter,Late Middle Palaeolithic to Late Upper Palaeolithic and possibly Early Epipalaeolithic,,,x,x,x,,,,,,,,,,,120,343,0,Rosenberg1988-ko; Rosenberg2003-zp,
659,BZC,,Marvdasht BZC,,,,,,Cave/shelter,Late Middle Palaeolithic to Late Epiplaeolithic,,,x,x,x,,,,,,,,,,,75,173,0,Rosenberg1988-ko; Rosenberg2003-zp,
660,DLC,,Marvdasht DLC,,,,,,Cave/shelter,Late Upper Palaeolithic,,,,x,,,,,,,,,,,,10,4,0,Rosenberg1988-ko; Rosenberg2003-zp,
661,DRC,,Marvdasht DRC,,,,,,Cave/shelter,Late Upper Palaeolithic,,,,x,,,,,,,,,,,,5,29,0,Rosenberg1988-ko; Rosenberg2003-zp,
662,HFC,,Marvdasht HFC,,,,,,Cave/shelter,Late Middle Palaeolithic to Late Epiplaeolithic,,,x,x,x,,,,,,,,,,,65,57,0,Rosenberg1988-ko; Rosenberg2003-zp,
663,JKC,,Marvdasht JKC,,,,,,Cave/shelter,Late Middle Palaeolithic to Late Epiplaeolithic,,,x,x,x,,,,,,,,,,,15,355,0,Rosenberg1988-ko; Rosenberg2003-zp,
664,JRC,,Marvdasht JRC,,,,,,Cave/shelter,Late Middle Palaeolithic to Late Upper Palaeolithic; and Late Epipalaeolithic,,,x,x,x,,,,,,,,,,,5,321,0,Rosenberg1988-ko; Rosenberg2003-zp,
665,KMC,,Marvdasht KMC,,,,,,Cave/shelter,Late Middle Palaeolithic to Late Epipalaeolithic,,,x,x,x,,,,,,,,,,,400,1013,0,Rosenberg1988-ko; Rosenberg2003-zp,
666,KSC,,Marvdasht KSC,,,,,,Cave/shelter,Late Middle Palaeolithic to Late Upper Palaeolithic; and Late Epipalaeolithic,,,x,x,x,,,,,,,,,,,65,100,0,Rosenberg1988-ko; Rosenberg2003-zp,
667,KTC,,Marvdasht KTC,,,,,,Cave/shelter,Upper Palaeolithic,,,,x,,,,,,,,,,,,50,5,0,Rosenberg1988-ko; Rosenberg2003-zp,
668,KZC,,Marvdasht KZC,,,,,,Cave/shelter,Late Middle Palaeolithic and Late Upper Palaeolithic to Early Epipalaeolithic,,,x,x,x,,,,,,,,,,,25,215,0,Rosenberg1988-ko; Rosenberg2003-zp,
669,LPC,,Marvdasht LPC,,,,,,Cave/shelter,Late Middle Palaeolithic to Late Upper Palaeolithic; and Late Epipalaeolithic,,,x,x,x,,,,,,,,,,,25,249,0,Rosenberg1988-ko; Rosenberg2003-zp,
670,MAC,,Marvdasht MAC,,,,,,Cave/shelter,Late Middle Palaeolithic to Late Epipalaeolithic,,,x,x,x,,,,,,,,,,,60,372,0,Rosenberg1988-ko; Rosenberg2003-zp,
671,MBC,,Marvdasht MBC,,,,,,Cave/shelter,Late Middle Palaeolithic and Late? Upper Palaeolithic,,,x,x,,,,,,,,,,,,45,23,0,Rosenberg1988-ko; Rosenberg2003-zp,
672,MCC,,Marvdasht MCC,,,,,,Cave/shelter,Late Upper Palaeolithic,,,,x,,,,,,,,,,,,70,5,0,Rosenberg1988-ko; Rosenberg2003-zp,
673,MDC,,Eshkaft-e Gavi,Marvdasht MDC,29.8719,52.7481,5,Literature,Cave/shelter,Late Middle Palaeolithic to Epipalaeolithic,,,x,x,x,,,,,,,,,,,200,129,1,Rosenberg1985-bb; Rosenberg1988-ko; Rosenberg2003-zp; Scott2009-nv,
674,MJC,,Marvdasht MJC,,,,,,Cave/shelter,Late Middle Palaeolithic and Late Upper Palaeolithic,,,x,x,,,,,,,,,,,,25,21,0,Rosenberg1988-ko; Rosenberg2003-zp,
675,NRC,,Marvdasht NRC,,,,,,Cave/shelter,Late Middle Palaeolithic and Late Upper Palaeolithic to Early Epipalaeolithic,,,x,x,x,,,,,,,,,,,15,171,0,Rosenberg1988-ko; Rosenberg2003-zp,
676,QMC,,Marvdasht QMC,,,,,,Cave/shelter,Upper Palaeolithic,,,,x,,,,,,,,,,,,175,42,0,Rosenberg1988-ko; Rosenberg2003-zp,
677,SRC,,Marvdasht SRC,,,,,,Cave/shelter,Late Epipalaeolithic,,,,,x,,,,,,,,,,,100,54,0,Rosenberg1988-ko; Rosenberg2003-zp,
678,UDC,,Marvdasht UDC,,,,,,Cave/shelter,Late Middle Palaeolithic to Late Upper Palaeolithic,,,x,x,,,,,,,,,,,,5,62,0,Rosenberg1988-ko; Rosenberg2003-zp,
679,UZC,,Marvdasht UZC,,,,,,Cave/shelter,Early Upper Palaeolithic to Late Epipalaeolithic,,,,x,x,,,,,,,,,,,5,114,0,Rosenberg1988-ko; Rosenberg2003-zp,
680,ZGC,,Marvdasht ZGC,,,,,,Cave/shelter,Upper Palaeolithic,,,,x,,,,,,,,,,,,25,17,0,Rosenberg1988-ko; Rosenberg2003-zp,
681,MAC064,,Marvdasht MAC064,,,,,,Flat open air,Early Middle Palaeolithic to Early Epipalaeolithic,,,x,x,x,,,,,,,,,,,2000,620,0,Rosenberg1988-ko; Rosenberg1990-vk; Rosenberg2003-zp,
682,MAC143,,Marvdasht MAC143,,,,,,Flat open air,Early Middle Palaeolithic to Early Epipalaeolithic,,,x,x,x,,,,,,,,,,,2500,345,0,Rosenberg1988-ko; Rosenberg2003-zp,
683,MAC144,,Marvdasht MAC144,,,,,,Flat open air,Early Middle Palaeolithic to Early Epipalaeolithic,,,x,x,x,,,,,,,,,,,1000,59,0,Rosenberg1988-ko; Rosenberg2003-zp,
684,MAC202,,Marvdasht MAC202,,,,,,Flat open air,Late Middle Palaeolithic to Early Epipalaeolithic,,,x,x,x,,,,,,,,,,,700,256,0,Rosenberg1988-ko; Rosenberg2003-zp,
685,MAC204,,Marvdasht MAC204,,,,,,Flat open air,Late Middle Palaeolithic to Early Epipalaeolithic,,,x,x,x,,,,,,,,,,,1400,312,0,Rosenberg1988-ko; Rosenberg2003-zp,
686,MAC221,,Marvdasht MAC221,,,,,,Flat open air,Early Epipalaeolithic,,,,,x,,,,,,,,,,,350,131,0,Rosenberg1988-ko; Rosenberg2003-zp,
687,MAC222,,Marvdasht MAC222,,,,,,Flat open air,Early Epipalaeolithic,,,,,x,,,,,,,,,,,100,26,0,Rosenberg1988-ko; Rosenberg2003-zp,
688,SAS045,,Marvdasht SAS045,,,,,,Flat open air,"Late Middle Palaeolithic, Upper Palaeolithic and Late Epipalaeolithic",,,x,x,x,,,,,,,,,,,500,283,0,Rosenberg1988-ko; Rosenberg2003-zp,
689,SAS046,,Marvdasht SAS046,,,,,,Flat open air,"Late Middle Palaeolithic, Upper Palaeolithic and Late Epipalaeolithic",,,x,x,x,,,,,,,,,,,600,35,0,Rosenberg1988-ko; Rosenberg2003-zp,
690,SAS047,,Marvdasht SAS047,,,,,,Flat open air,"Late Middle Palaeolithic, Upper Palaeolithic and Late Epipalaeolithic",,,x,x,x,,,,,,,,,,,400,38,0,Rosenberg1988-ko; Rosenberg2003-zp,
691,SAS048,,Marvdasht SAS048,,,,,,Flat open air,Upper Palaeolithic and Late Epipalaeolithic,,,,x,x,,,,,,,,,,,700,32,0,Rosenberg1988-ko; Rosenberg2003-zp,
692,SAS086,,Marvdasht SAS086,,,,,,Flat open air,Late Upper Palaeolithic,,,,x,,,,,,,,,,,,1000,48,0,Rosenberg1988-ko; Rosenberg2003-zp,
693,,,Tal-i Iblis,,32.2,48.2166,,,,,,,,,,,,,,,,,,,,,,,Stuckenrath et al. 1966; Caldwell 1967,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,,,Tell Aqab,,37.058056,40.895556,,,,,,,,,,,,,,,,,,,,,,,Watkins and Campbell 1987,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,,,Tell Brak,,36.6676,41.0586,,,,,,,,,,,,,,,,,,,,,,,Bowman and Ambers 1989; Matthews 2000; Wright and Rupley 2001; Ambers 2001; Courty 2001; Ristvet 2011; Flohr et al. 2016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,,,Tell el-'Oueili,,31.243,45.885,,,,,,,,,,,,,,,,,,,,,,,Hritz et al. 2012; CalPal; Flohr et al. 2016,
702,,,Tell es-Sawwan I,,34.1167,43.93,,,,,,,,,,,,,,,,,,,,,,,Stuckenrath and Ralph 1965; Burleigh et al. 1982; Hole 1987; Šilar and Tykva 1991; Bernbeck 1994; Flohr et al. 2016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,,,Tell Feres,,36.741848,41.068265,,,,,,,,,,,,,,,,,,,,,,,Vallet 2018,
705,,,Tell Feyda,,36.6606,40.3714,,,,,,,,,,,,,,,,,,,,,,,Flohr et al. 2016 Quaternary Science Reviews 136,
706,,,Tell Halaf,,36.8266,40.0396,,,,,,,,,,,,,,,,,,,,,,,Bernbeck 1994; Chataigner 1995; Hole 2001; Flohr et al. 2016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,,,Tell Kuran,,36.597152,40.40796,,,,,,,,,,,,,,,,,,,,,,,Hole 2001; Flohr et al. 2016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,,,Tell Mashnaqa,,36.288425,40.79464,,,,,,,,,,,,,,,,,,,,,,,Flohr et al. 2016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,,,Tell Saadiya,,33.95,44.86,,,,,,,,,,,,,,,,,,,,,,,Watkins and Campbell 1987; Akkermans et al. 2006; Flohr et al. 2016,
714,,,Tell Sotto,,36.28,42.36,,,,,,,,,,,,,,,,,,,,,,,Pinhasi et al. 2005; Bader 1989; CalPal; Flohr et al. 2016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,,,Tell Ziyadeh,,36.411033,40.844103,,,,,,,,,,,,,,,,,,,,,,,Hole 2001; Wright and Rupley 2001; Ristvet 2011; Flohr et al. 2016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,,,Tepe Chahar Boneh,,35.79,48.615,,,,,,,,,,,,,,,,,,,,,,,Pollard et al. 2012 Marshall 2012; CalPal; Flohr et al. 2016,
719,,,Tepe Farukhabad,,32.587473,47.224641,,,,,,,,,,,,,,,,,,,,,,,Crane and Griffin 1972; Flohr et al. 2016,
720,,,Tepe Ghabrestan,,35.79,49.84,,,,,,,,,,,,,,,,,,,,,,,Mashkour et al. 1999; Pollard et al. 2012; Flohr et al. 2016,
721,,,Tepe Marani,,35.210726,45.921449,,,,,,,,,,,,,,,,,,,,,,,Wengrow et al. 2016,
722,,,Tepe Sagzabad,,35.7509,49.9262,,,,,,,,,,,,,,,,,,,,,,,Bovington and Masoumi 1972; Mashkour et al. 1999; Pollard et al. 2012,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,,,Tepe Zagheh,,35.816572,49.951239,,,,,,,,,,,,,,,,,,,,,,,Bovington and Masoumi 1972; Pollard et al. 2012; Marshall 2012,
726,,,Tll-i Ghazir,,31.360454,49.411042,,,,,,,,,,,,,,,,,,,,,,,Stuckenrath et al. 1966,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,,,Umm Qseir,,36.4167,41,,,,,,,,,,,,,,,,,,,,,,,Hole 2001; Flohr et al. 2016,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,,,Wadi Khazne,,36.64,40.95,,,,,,,,,,,,,,,,,,,,,,,Flohr et al. 2016,
731,,,Ziwiyeh,,36.262147,46.687808,,,,,,,,,,,,,,,,,,,,,,,Stuckenrath and Ralph 1965,
732,P05,,Pion 05,,31.96122222,49.80286111,,Literature,Cave/shelter,"Late Paleolithic, Historic?, Islamic",UP,,,x,,,,,,,,,,,x,25,16,FALSE,Jayez et al. 2019,
733,P06,,Pion 06,,31.96341667,49.80063889,,Literature,Cave/shelter,"Late Paleolithic, Historic?, Islamic",UP,,,x,,,,,,,,,,,x,500,91,FALSE,Jayez et al. 2019,
734,P12,,Pion 12,,31.98144444,49.77972222,,Literature,Cave/shelter,"Late Paleolithic, Elemaean?, Islamic",UP,,,x,,,,,,,,,,,x,300,8,FALSE,Jayez et al. 2019,
735,P13,,Pion 13,,31.97947222,49.77961111,,Literature,Cave/shelter,Late Paleolithic?,UP,,,x,,,,,,,,,,,,500,12,FALSE,Jayez et al. 2019,
736,P14,,Pion 14,,31.97908333,49.77838889,,Literature,Cave/shelter,"Late Paleolithic, Islamic",UP,,,x,,,,,,,,,,,x,5000,625,FALSE,Jayez et al. 2019,
737,P15,,Pion 15,,31.97602778,49.77552778,,Literature,Cave/shelter,Late Paleolithic,UP,,,x,,,,,,,,,,,,100,16,FALSE,Jayez et al. 2019,
738,P16,,Pion 16,,31.97527778,49.77447222,,Literature,Cave/shelter,Late Paleolithic,UP,,,x,,,,,,,,,,,,50,9,FALSE,Jayez et al. 2019,
739,P19,,Pion 19,,31.97491667,49.76172222,,Literature,Cave/shelter,"Late Paleolithic, Islamic?",UP,,,x,,,,,,,,,,,?,2000,56,FALSE,Jayez et al. 2019,
740,P23,,Pion 23,,31.98272222,49.752,,Literature,Cave/shelter,Late Paleolithic,UP,,,x,,,,,,,,,,,,1000,38,FALSE,Jayez et al. 2019,
741,P24,,Pion 24,,31.98191667,49.75097222,,Literature,Cave/shelter,"Late Paleolithic, Islamic?",UP,,,x,,,,,,,,,,,?,2000,623,FALSE,Jayez et al. 2019,
742,P25,,Pion 25,,31.98441667,49.74588889,,Literature,Cave/shelter,Late Paleolithic,UP,,,x,,,,,,,,,,,,1500,15,FALSE,Jayez et al. 2019,
743,P26,,Pion 26,,31.95988889,49.74266667,,Literature,Cave/shelter,"Late Paleolithic, Elemaean?, Islamic",UP,,,x,,,,,,,,,,,x,2000,87,FALSE,Jayez et al. 2019,
744,P27,,Pion 27,,31.95763889,49.76261111,,Literature,Cave/shelter,Late Paleolithic,UP,,,x,,,,,,,,,,,,50,7,FALSE,Jayez et al. 2019,
745,P29,,Pion 29,,31.95672222,49.76336111,,Literature,Cave/shelter,Late Paleolithic/Early Neolithic,UP+N,,,x,,x,,,,,,,,,,400,18,FALSE,Jayez et al. 2019,
746,P31,,Pion 31,,31.95252778,49.79341667,,Literature,Cave/shelter,"Late Paleolithic, Islamic?",UP,,,x,,,,,,,,,,,?,70,8,FALSE,Jayez et al. 2019,
747,P32,,Pion 32,,31.95697222,49.78761111,,Literature,Cave/shelter,"Late Paleolithic, Islamic?",UP,,,x,,,,,,,,,,,?,1000,29,FALSE,Jayez et al. 2019,
748,P33,,Pion 33,,31.95347222,49.78852778,,Literature,Cave/shelter,"Late Paleolithic, Islamic",UP,,,x,,,,,,,,,,,x,200,20,FALSE,Jayez et al. 2019,
749,P34,,Pion 34,,31.95275,49.78886111,,Literature,Cave/shelter,Late Paleolithic,UP,,,x,,,,,,,,,,,,100,11,FALSE,Jayez et al. 2019,
750,P35,,Pion 35,,31.95372222,49.78302778,,Literature,Cave/shelter,Late Paleolithic,UP,,,x,,,,,,,,,,,,100,16,FALSE,Jayez et al. 2019,
751,RZVR01,,Teppeh Qayswand,,46.90872599,34.72994063,5,Ground,Tell,,UP,,,x,,,,,,,,,,,,,,,,
752,RZVR08,,Qela B,,47.15845063,34.65167602,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
753,RZVR09,,Qela A,,47.15724188,34.65073986,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
754,RZVR10,,Qela C,,47.15648962,34.65017765,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
755,RZVR11,,Qela 2,,47.15453874,34.65185803,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
756,RZVR14,,Qareh,,47.15421783,34.66720152,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
757,RZVR17,,Teppeh Darab,,47.14149877,34.65649901,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
758,RZVR22,,Qela 3,,47.15286333,34.64804194,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
759,RZVR23,,Darab South,,47.14150719,34.6521012,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
760,RZVR24,,Ben Zard A,,47.15433586,34.61658727,5,Ground,Cave/shelter,,,,,,,,,,,,,,,,,,,,,
761,RZVR25,,Ben Zard B,,47.15259975,34.6194361,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
762,RZVR26,,Takhte Zoleikha 2,,47.15387068,34.62149744,5,Ground,Cave/shelter,,,,,,,,,,,,,,,,,,,,,
763,RZVR27,,Ghabrestane Sar Zameleh,,47.15409669,34.61267413,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
764,RZVR29,,Khosh Ghaye,,47.12654634,34.60485377,5,Ground,Cave/shelter,,,,,,,,,,,,,,,,,,,,,
765,RZVR30,,Posht Tang rockshelter,,47.12887239,34.60205247,5,Ground,Cave/shelter,,,,,,,,,,,,,,,,,,,,,
766,RZVR31,,Zameleh,,47.1353176,34.60893706,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
767,RZVR33,,Posht Kamareh,,47.12033678,34.60760574,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
768,RZVR39,,Darvan Wezmeleh Caves,,47.09558794,34.61018147,5,Ground,Cave/shelter,,,,,,,,,,,,,,,,,,,,,
769,RZVR42,,Chenaran,,47.1063036,34.60474571,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
770,RZVR44,,Sarow Chay Site,,47.06560775,34.64691123,5,Ground,,,,,,,,,,,,,,,,,,,,,,
771,RZVR47,,Teppeh Kharman Ji,,47.07886929,34.63859913,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
772,RZVR49,,Wezmeleh Site,,47.09505619,34.61830077,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
773,RZVR50,,Shak Sarberya 1,,47.04533027,34.66395995,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
774,RZVR51,,Shak Sarberya 2,,47.04486444,34.66554655,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
775,RZVR52,,Teppeh Khani,,47.04602756,34.67091531,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
776,RZVR53,,Baba Khan Spring,,47.03977282,34.6706331,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
777,RZVR54,,Razavar 54,,47.01817932,34.6778795,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
778,RZVR55,,Kisaleh,,47.00935308,34.67877184,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
779,RZVR56,,Razavar 56,,46.99246733,34.68863487,5,Ground,,,,,,,,,,,,,,,,,,,,,,
780,RZVR57,,Razavar 57,,46.98798722,34.69070206,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
781,RZVR58,,Anjir Shamāmeh,,47.03367384,34.66754206,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
782,RZVR59,,Teppeh Kalaweh,,46.98165402,34.70246131,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
783,RZVR63,,Teppeh Riz Ali,,46.92746755,34.71489832,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
784,RZVR64,,Teppeh Shafie,,46.92234667,34.72145346,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
785,RZVR66,,Teppeh 21 A,,46.89729443,34.72033356,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
786,RZVR67,,Teppeh 21 B,,46.89334173,34.71881405,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
787,RZVR68,,Teppeh Salaar Abad,,46.95064602,34.71128253,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
788,RZVR69,,Teppeh Kona Chalegeh,,46.98330554,34.7159717,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
789,RZVR70,,Teppeh Soorni Sofla,,47.01380047,34.69468243,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
790,RZVR71,,Razavar 71,,47.18861193,34.60683106,5,Ground,Cave/shelter,,,,,,,,,,,,,,,,,,,,,
791,RZVR72,,Teppeh Ban Qelah,,47.06551946,34.66147404,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
792,RZVR73,,Teppeh Ghorestan (Ghabrestan),,47.10600715,34.69777063,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
793,RZVR74,,Sheikh Aali,,47.10652832,34.70701976,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
794,RZVR75,,Teppeh Deh Kohneh,,47.10828062,34.71775288,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
795,RZVR76,,Khere Kamshor,,47.09346102,34.71719634,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
796,RZVR77,,La Gamalan 1,,47.08466879,34.67289198,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
797,RZVR78,,La Gamalan 2,,47.08353461,34.67337625,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
798,RZVR79,,Khaowra,,47.07987225,34.67391198,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
799,RZVR80,,Ban Cham,,47.0737602,34.67500506,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
800,RZVR81,,Teppeh Mousha Khan 1,,47.05785879,34.68229762,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
801,RZVR82,,Teppeh Mousha Khan 2,,47.05814588,34.681761,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
802,RZVR83,,Mousha Khan 3,,47.05826872,34.68103838,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
803,RZVR84,,Teppeh Gowra,,46.96924728,34.71977253,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
804,RZVR85,,Teppeh Boocheg,,46.9681245,34.71795189,5,Ground,Tell,,,,,,,,,,,,,,,,,,,,,
805,RZVR87,,Chesmeh Kabood,,46.96387965,34.7172902,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
806,RZVR89,,Kharman Ja,,47.04751694,34.71860483,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
807,RZVR90,,Ban Ghaorestan,,47.06822231,34.66038459,5,Ground,Flat open air,,,,,,,,,,,,,,,,,,,,,
